Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
111,1,7.665186,100000,100,1904.266837,2480.016281,877.899145,10892.2939,122.003937,395.053345,81.765395,1338.537314,0.952838,0.450277,0.593672,1.572103,935.18287,3028.157368,626.746961,10260.13748,Trogosus_hillsii
112,6,2.27773,100000,100,2302.103639,249.408099,1221.350124,6274.864004,145.063581,42.124768,110.582968,279.760883,0.283138,0.133801,0.176411,0.467155,330.415671,95.948847,251.878144,637.219756,"Alcidedorbignya_inopinata,Coryphodon_elephantopus,Coryphodon_hamatus,Leptolambda_schmidti,Pantolambda_bathmodon,Titanoides_primaevus"
113,1,3.671445,100000,100,2448.76767,1666.601328,1264.905284,9418.306572,153.168174,31.256787,113.609384,281.031686,0.456387,0.215672,0.284355,0.753001,562.348525,114.757574,417.110604,1031.792378,Alcidedorbignya_inopinata
114,5,1.828288,100000,100,3461.861356,1129.190218,1907.923012,9289.57077,219.481794,118.789941,151.966275,392.926978,0.227269,0.107399,0.141602,0.374976,401.27593,217.182223,277.838117,718.383678,"Coryphodon_elephantopus,Coryphodon_hamatus,Leptolambda_schmidti,Pantolambda_bathmodon,Titanoides_primaevus"
115,3,1.579494,100000,100,3374.569257,1055.160956,1930.463612,9473.966609,214.770085,130.743481,153.069661,396.750616,0.196342,0.092784,0.122333,0.323949,339.22806,206.508544,241.77261,626.665217,"Leptolambda_schmidti,Pantolambda_bathmodon,Titanoides_primaevus"
116,2,1.242842,100000,100,3678.541112,872.518538,2013.355072,9677.604536,235.903327,136.918355,158.260928,514.122724,0.154494,0.073008,0.096259,0.254903,293.190563,170.167882,196.693329,638.973314,"Leptolambda_schmidti,Pantolambda_bathmodon"
117,1,1.064755,100000,100,3984.203703,2012.746902,2080.349847,13731.24092,253.168857,109.650522,162.357143,542.326012,0.132357,0.062547,0.082466,0.218378,269.562807,116.750942,172.870579,577.444333,Pantolambda_bathmodon
118,1,6.687779,100000,100,3821.388849,1301.163539,2099.54311,9972.556728,244.506645,123.281916,163.563168,472.504467,0.831339,0.392861,0.517972,1.371641,1635.206403,824.482211,1093.874318,3160.00545,Leptolambda_schmidti
119,1,4.425082,100000,100,3212.742002,1178.392605,1914.474441,7773.14906,204.707823,139.382035,152.360706,340.605794,0.550069,0.259943,0.342725,0.907569,905.848901,616.776936,674.208617,1507.208569,Titanoides_primaevus
120,2,6.602214,100000,100,4462.822819,910.01019,2248.579005,12629.72107,282.295299,134.987372,172.751725,506.420748,0.820703,0.387834,0.511345,1.354092,1863.773976,891.215517,1140.543859,3343.498155,"Coryphodon_elephantopus,Coryphodon_hamatus"
