Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
44,20,1.272585,44653,44.653,5.163897,1.29665,1,17.361085,0.035009,0.007928,0.010753,0.097383,0.079217,0.017871,0.009583,0.441674,0.044552,0.010089,0.013684,0.123928,"Anisonchus_sectorus,Arctocyon_primaevus,Chriacus_baldwini,Claenodon_ferox,Diacodexis_ilicis,Ectoconus_ditrigonus,Hyopsodus_lepidus,Hyopsodus_paulus,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Oodectes_herpestoides,Pantolambda_bathmodon,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Sinopa_lania,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
45,8,9.872557,43998,43.998,3.819934,1.503917,1,9.778536,0.025989,0.006878,0.010473,0.055292,0.614558,0.138642,0.07434,3.426454,0.256577,0.067905,0.1034,0.545873,"Metacheiromys_marshi,Miacis_sylvestris,Oodectes_herpestoides,Prohesperocyon_wilsoni,Sinopa_lania,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
46,1,16.76965,44285,44.285,3.815752,1.099169,1,8.888507,0.02601,0.00574,0.010565,0.047943,1.043896,0.2355,0.126275,5.820217,0.436184,0.096253,0.177171,0.803991,Metacheiromys_marshi
47,7,4.567285,45930,45.93,4.152618,1.379637,1,11.77249,0.02829,0.008496,0.010828,0.062946,0.28431,0.064139,0.034392,1.585161,0.129208,0.038803,0.049455,0.28749,"Miacis_sylvestris,Oodectes_herpestoides,Prohesperocyon_wilsoni,Sinopa_lania,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
48,6,4.347214,49042,49.042,4.447559,1.158207,1,11.449652,0.030702,0.005471,0.011696,0.063934,0.27061,0.061049,0.032735,1.508781,0.133469,0.023784,0.050845,0.277936,"Miacis_sylvestris,Oodectes_herpestoides,Prohesperocyon_wilsoni,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
49,5,2.783153,55936,55.936,5.762852,1.011754,1,14.856462,0.040368,0.003682,0.01612,0.097711,0.173249,0.039084,0.020957,0.965945,0.11235,0.010248,0.044864,0.271945,"Miacis_sylvestris,Oodectes_herpestoides,Prohesperocyon_wilsoni,Vulpavus_ovatus,Vulpavus_profectus"
50,4,1.8849,80845,80.845,11.574315,1.168131,7.449993,25.778943,0.082548,0.01578,0.056934,0.162559,0.117333,0.02647,0.014193,0.654189,0.155594,0.029744,0.107314,0.306407,"Miacis_sylvestris,Prohesperocyon_wilsoni,Vulpavus_ovatus,Vulpavus_profectus"
51,2,2.573161,83256,83.256,13.702273,2.107376,8.050235,38.208541,0.09734,0.069863,0.061205,0.249828,0.160177,0.036135,0.019376,0.893063,0.250472,0.179768,0.157491,0.642848,"Miacis_sylvestris,Prohesperocyon_wilsoni"
52,1,14.009665,81295,81.295,11.480184,0.43414,7.464397,27.660837,0.081484,0.016739,0.057072,0.155041,0.872089,0.196741,0.105493,4.862313,1.141564,0.234506,0.799566,2.172066,Prohesperocyon_wilsoni
53,1,2.461254,81513,81.513,12.165944,1.723564,7.561481,28.428376,0.086556,0.011003,0.057865,0.171365,0.153211,0.034564,0.018533,0.854224,0.213036,0.02708,0.142421,0.421774,Miacis_sylvestris
54,2,1.664924,96131,96.131,23.165191,8.603055,12.745931,60.973956,0.166929,0.0517,0.096353,0.342721,0.10364,0.023381,0.012537,0.577843,0.277924,0.086076,0.160421,0.570604,"Vulpavus_ovatus,Vulpavus_profectus"
55,1,1.619813,95679,95.679,20.291404,60.06788,12.181174,204.08529,0.145478,0.299392,0.091619,1.044668,0.100832,0.022747,0.012197,0.562186,0.235648,0.484959,0.148405,1.692166,Vulpavus_ovatus
56,1,2.989052,99358,99.358,28.841322,8.219854,15.153202,65.116176,0.207076,0.061098,0.11885,0.357267,0.186066,0.041976,0.022508,1.037406,0.618962,0.182625,0.355248,1.06789,Vulpavus_profectus
57,1,6.536776,55684,55.684,5.40391,0.748392,1,11.500154,0.037698,0.009344,0.015834,0.070129,0.406909,0.091797,0.049222,2.268709,0.246424,0.061079,0.103504,0.458419,Oodectes_herpestoides
58,1,9.317673,48869,48.869,4.303483,1.166717,1,10.803303,0.029696,0.006485,0.011641,0.060401,0.580017,0.13085,0.070162,3.233871,0.276695,0.06043,0.108466,0.562799,Viverravus_minutus
59,1,13.726429,45322,45.322,3.833188,0.932584,1,8.706408,0.026217,0.007915,0.010637,0.046593,0.854458,0.192763,0.10336,4.764011,0.359865,0.108651,0.146008,0.639559,Sinopa_lania
